"","G2.P2.G2P4R6.brain","H2.P2.G1P3P5.brain","B3.P2.O2P4P5.brain","C3.P2.O1R4G5.brain","E3.P2.G2R4P6.brain","G3.P2.G2G4R5.brain","H3.P2.O3O4R6.brain","C4.P2.R1G2R5.brain","D4.P2.O1P2R4.brain","E4.P2.R2R5G6.brain","H4.P2.G2G3O4.brain","A5.P2.R3O5G6.brain","B5.P2.G2P3O6.brain","C5.P2.G3O4G6.brain","G5.P2.R1G3O5.brain","H5.P2.O1R2G6.brain","A6.P2.G1G2G6.brain","D6.P2.G3P4O5.brain","F6.P2.O2O3G6.brain","G6.P2.R1R4R6.brain","C7.P2.G2O3O4.brain","E7.P2.O1G2P3.brain","F7.P2.P3O5R6.brain","G7.P2.O1P5R6.brain","H7.P2.O2P3O6.brain","B8.P2.P3R4G6.brain","D8.P2.R3P5G6.brain","A9.P2.P1G4G5.brain","B9.P2.O2R5R6.brain","E9.P2.G4G5R6.brain","H9.P2.R1O2P4.brain","B10.P2.G1O5P6.brain","C10.P2.R2O3O5.brain","D10.P2.R3O5O6.brain","F10.P2.R2P5P6.brain","G10.P2.R1O2P6.brain","B11.P2.G1R2P5.brain","C11.P2.P2G3P6.brain","D11.P2.G1R4P6.brain","F11.P2.G1O3R6.brain","G11.P2.R1P2O5.brain","H11.P2.P3O5O6.brain","A12.P2.R3R5R6.brain","D12.P2.R3G5O6.brain","G12.P2.P3O4R6.brain"
"sorcs2",369,53,35,370,70,248,110,14,67,499,11,136,319,1,81,103,305,238,43,6,77,1,2,168,0,1,94,105,439,2,50,29,71,279,239,376,1,216,92,25,935,97,40,58,102
"sorcs3",101,3,1,0,1,0,91,1,4,2,161,232,6,0,1,5,141,3,2,244,32,237,231,2,0,0,0,2,295,0,0,26,28,28,6,1,2,4,0,0,4,0,84,91,10
"sord",0,0,86,0,0,0,0,0,2,0,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,83,0,1,5,187,6,0,0,0,0,0,28,60,9,0,0,1,1
"sorl1",0,0,332,0,0,0,1,0,0,0,0,142,0,0,0,1,1,136,0,0,0,0,0,0,0,0,72,0,0,20,1,0,0,15,0,0,0,1,129,115,0,0,1,0,1
"sort1b",157,3,26,126,339,87,222,14,0,798,59,47,230,0,5,296,29,712,441,92,125,1,1,1,1,50,246,1,122,329,15,385,205,25,285,418,185,477,10,179,114,6,21,138,234
"sost",0,0,0,0,0,0,2,0,21,0,0,0,0,95,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,1,2,0,1,1,0,0,0
"sostdc1a",0,0,0,0,0,0,0,0,0,0,4,0,0,0,36,0,0,0,1,202,0,0,5,0,0,0,0,0,1,0,747,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"soul3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"soul4",8,20,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,120,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"soul5",0,0,0,0,0,1,138,0,152,0,1,1,1,33,8,0,0,0,1,22,0,9,0,0,0,0,0,2,0,0,0,289,0,170,0,7,0,0,1,136,123,213,0,1,1
"soul5l",1267,615,1451,581,1493,614,487,1727,282,1387,501,715,1109,1602,599,1048,1430,272,2375,1461,1305,455,704,1394,762,904,593,1373,1716,549,676,1621,1224,744,1407,2012,421,694,1161,1522,1677,1079,609,651,371
"sowahab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sowahca",0,0,0,0,9,1,152,2,2,3,0,68,0,0,33,0,0,4,0,1,0,0,6,1,239,1,173,1,149,0,90,26,30,0,52,6,0,255,0,61,0,1,207,390,74
"sowahd",16,27,0,0,0,0,147,67,0,0,0,1,0,1,1,0,1,0,0,0,0,16,1,161,0,0,0,0,9,30,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0
"sox10",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sox11a",0,70,0,173,1,108,193,4,0,0,108,48,219,312,0,0,19,2,0,0,0,0,161,35,63,94,114,0,150,75,7,165,156,0,67,60,0,25,17,18,1,88,20,163,1
"sox11b",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"sox14",22,0,4,0,114,101,0,2,61,8,0,12,42,0,2,0,1,0,34,141,0,0,0,0,0,1,45,0,2,2,44,63,208,0,0,1,188,0,2,3,0,2,137,148,1
"sox17",0,0,0,0,0,0,5,0,0,20,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"sox18",0,0,0,0,0,0,0,0,22,0,0,69,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"sox19b",169,190,50,128,0,100,3,118,31,99,0,92,210,1,152,152,299,7,144,2,19,430,51,257,1,4,163,38,5,234,93,623,151,3,179,80,0,2,55,3,294,68,228,123,36
"sox1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sox1b",144,69,44,8,124,1,0,0,0,0,0,73,0,0,0,19,0,25,1,48,14,74,43,0,137,1,1,213,1,1,135,0,0,0,216,1,6,427,0,90,2,48,1,7,0
"sox2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sox21b",0,0,60,0,0,0,0,18,73,0,1,0,0,0,0,0,0,0,0,0,0,0,32,228,1,0,5,75,0,0,0,0,0,0,0,345,0,0,0,0,0,3,71,10,0
"sox3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sox32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sox4a",77,270,16,4,163,115,347,197,22,0,0,88,314,31,0,1,7,2,43,0,1,1,79,4,1,1,0,0,417,6,36,99,1,0,0,290,7,63,111,0,243,93,21,109,2
"sox4b",1,113,55,7,1,1,17,2,59,1018,1,0,166,149,3,197,229,1,149,78,0,16,134,13,428,1,37,32,364,0,47,65,72,0,121,93,34,16,198,2,133,49,72,263,245
"sox5",139,1,224,21,0,0,39,0,313,10,359,3,334,0,0,12,44,6,0,35,1,0,0,132,11,0,109,4,3,5,0,1,70,0,0,5,0,129,11,1,17,192,112,0,1
"sox6",144,43,186,61,5,53,2,24,112,55,63,96,89,22,4,4,155,2,0,10,95,284,10,205,0,502,113,72,13,133,30,12,83,1,34,567,4,252,20,26,201,0,26,2,215
"sox7",75,0,1,80,24,0,0,1,5,2,0,0,49,1,18,117,2,0,301,0,86,330,88,2,3,0,2,98,18,0,1,2,33,0,0,1,0,40,0,156,79,150,85,34,41
"sox9a",15,154,3,2,10,4,6,1,1,28,14,2,46,8,2,5,148,5,0,45,15,0,18,10,4,1,6,8,7,0,4,11,21,1,6,7,7,7,0,15,2,51,7,21,9
"sp1",0,2,0,0,0,1,0,2,51,2,1,0,84,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,58,0,1,0,1,0,0,48,0,0,0,0,1
"sp100.1",0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,75,148,0,0,0,0,12,0,0,0,0,1,0,115,0,1,0,0,0
"sp2",103,70,23,5,18,3,9,1,5,289,1,0,1,0,54,0,77,0,351,40,42,2,1,136,0,1,0,5,244,61,1,31,4,112,0,0,0,158,106,0,153,37,0,182,56
"sp3a",0,25,190,29,2,17,32,52,1,3,0,0,1,60,1,1,0,1,0,8,0,146,94,15,103,249,2,0,1,2,0,1,0,54,0,0,15,419,31,1,41,0,3,1,113
"sp5a",175,28,0,0,0,54,1,30,6,39,0,54,0,0,32,0,0,1,0,26,3,0,0,118,1,0,1,1,87,1,1,86,1,0,106,1,1,0,0,0,74,0,0,0,0
"sp5l",10,0,1,0,0,0,0,137,0,0,0,0,0,0,128,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,31,1,0,151,9,0,0,1,0,217,0,0,0,0
"sp6",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,64,0,0,11,0,0,0,44,1,0,0,0,0,0,1,0,0,0,1,209,0,0,0,0,0,0,0,0,0
"sp7",1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"sp8a",0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
"sp8b",0,0,0,48,81,70,11,4,154,0,4,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,11,0,0,0,0,1,0,79,0,0,1,1,63,0,0,53,1,0
"sp9",0,0,1,0,0,0,0,0,0,0,1,0,126,0,0,0,0,0,0,0,0,0,100,0,0,88,0,0,0,0,0,1,12,0,0,0,0,1,0,0,0,1,0,0,0
"spag17",0,0,0,0,0,190,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spag1a",1,0,1,33,0,0,167,1,1,0,37,0,0,0,0,0,0,0,1,0,0,144,130,0,1,0,11,149,58,0,0,20,1,10,0,2,0,3,0,1,0,0,1,1,0
"spag5",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,26,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
"spag6",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,48,0,0,0,2,0,1
"spag7",6,1,187,224,51,70,55,2,2,0,18,85,0,2,1,2,34,0,26,41,50,82,1,23,68,160,174,0,2,72,352,40,105,169,70,284,203,144,154,570,129,0,0,4,131
"spag8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,92,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spag9a",249,25,5,144,216,71,133,219,6,1,151,0,210,185,34,290,17,0,316,236,54,90,94,194,0,475,99,2,150,62,58,106,113,80,45,161,0,85,221,209,76,135,251,310,1
"spag9b",0,0,0,0,1,0,27,1,0,0,0,0,11,0,1,11,0,0,0,0,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,28,0,0
"sparc",125,7,2,1,40,5,265,49,222,15,25,22,51,6,163,354,3,113,439,1,85,2,20,94,44,83,59,2,249,262,753,66,414,93,56,375,0,17,231,473,2,4,3,145,11
"sparcl1",0,0,0,1,165,1,0,0,0,0,0,0,2,33,0,0,39,1,0,42,0,0,82,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0
"sparta",68,0,184,12,0,1,64,272,19,8,1,75,1,326,1,16,1,0,118,1,100,9,0,1,0,0,27,47,0,2,1,24,34,0,25,56,5,12,8,6,201,75,208,36,8
"spartb",159,60,28,66,2,2,0,1,207,206,201,221,3,272,2,48,316,215,1,2,1,0,159,0,19,136,9,134,14,111,0,67,71,474,45,4,0,81,52,129,165,2,139,3,429
"spast",70,21,200,3,109,34,105,44,16,18,51,20,12,1,40,2,35,1,150,5,43,104,0,1,0,0,2,0,6,133,1,79,57,62,96,4,162,291,1,3,40,2,2,131,85
"spata1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"spata13",0,0,0,0,0,0,2,23,0,76,0,9,1,101,10,4,3,1,0,0,0,0,181,0,0,1,0,0,59,31,537,165,0,0,0,0,0,2,194,0,0,0,1,222,0
"spata17",0,77,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0
"spata18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spata2",78,1,73,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,363,1,116,2,72,0,0,1,87,0,172,0,1,0,0,0,21,0,1,0,3,0,0,0,50,0,0
"spata20",0,55,3,1,1,0,1,1,23,87,1,0,181,1,0,1,24,15,1,0,0,403,0,0,48,1,9,27,1,0,0,1,1,0,29,1,0,2,1,25,2,0,113,0,0
"spata2l",0,79,0,35,0,1,62,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,96,1,1,0,0,318,0,3,0,2,0,0,150,0,3,0,0
"spata48",0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,0,1,5,0
"spata5",0,0,0,0,0,0,259,0,0,97,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,5,1,0,0,0,60,2,23,0,0,1,0,0,4,0,0,1,0
"spata5l1",0,9,0,0,77,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,1,0,0,0,0,1,0,0,0,0,0,0,0,44,0
"spata6",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spata6l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"spata7",0,0,0,0,0,1,3,2,0,1,0,0,26,0,0,0,0,0,1,0,0,1,0,108,85,0,0,1,129,0,0,0,1,5,0,34,0,0,0,0,122,0,0,5,0
"spats2",0,0,0,0,1,114,0,0,3,11,0,0,172,1,4,0,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,104,0,0,0,0,0,82,1,0,0,39,1,0
"spaw",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spc24",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,110,0
"spc25",0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spcs1",635,222,355,803,77,175,305,522,246,754,261,120,507,285,757,624,141,319,565,180,176,581,168,246,157,5,91,158,953,119,157,673,786,157,238,156,47,325,87,605,1341,245,269,382,236
"spcs2",0,0,8,0,2,1,1,6,2,0,0,0,6,0,0,0,6,1,2,3,59,0,6,13,97,2,23,0,28,0,0,1,31,0,0,0,0,52,0,0,72,0,0,0,0
"spcs3",98,10,49,40,83,0,26,248,12,217,19,2,128,0,106,120,0,5,63,2,103,99,6,45,90,184,0,77,0,66,19,23,2,0,10,88,15,90,97,169,0,65,23,238,76
"spdl1",0,0,0,2,0,58,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,10,0,0,0,0,1,0,0,0,0,25,0,6
"spdya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,1,0,0,0,0,0
"specc1",0,190,78,0,0,49,5,191,6,2,40,1,553,1,57,120,266,3,86,180,1,0,102,121,0,3,16,1,93,103,72,17,0,75,6,33,0,325,1,0,140,87,102,50,186
"specc1la",0,0,0,0,160,0,75,274,7,157,0,0,0,0,0,0,2,0,0,0,0,1,3,0,327,1,38,0,31,43,1,0,2,3,0,3,246,0,0,0,260,0,0,1,0
"spef1",0,0,0,0,0,0,0,21,0,0,0,17,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
"spef2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,60,0,125,0,0,0,0,0,0,0,0,18,0,0,0,0,375,10,30,0,0
"spega",59,0,10,70,1,0,4,601,1,647,2,87,3,17,60,59,0,29,425,1,96,16,137,3,0,1,1,61,10,1,82,153,15,11,264,1,2,0,231,0,115,30,491,211,6
"spegb",2,18,2,1,2,0,2,0,1,25,2,1,0,1,3,1,0,1,0,0,5,403,4,3,264,2,4,0,13,0,70,22,391,87,85,411,1,0,5,1,1,93,16,8,0
"spen",109,67,0,0,0,0,1,0,1,0,7,20,0,0,1,3,0,0,46,44,0,0,76,0,0,0,4,160,0,0,41,0,307,0,0,0,0,0,1,0,0,89,21,0,0
"spg11",242,68,21,0,2,279,0,26,220,109,1,1,1,1,25,75,36,54,59,1,54,0,15,373,4,50,3,28,249,0,24,1,205,47,108,83,0,1,398,1,349,0,107,3,4
"spg21",1,0,202,0,6,0,44,360,0,0,0,0,1,24,0,1,99,2,121,0,0,0,0,1,1,0,0,0,1,0,1,0,37,1,5,2,0,0,183,1,77,0,7,1,0
"spg7",38,12,74,2,315,0,0,4,118,48,13,0,54,2,43,26,36,1,12,19,2,125,29,42,1,4,0,29,0,17,0,139,0,0,0,11,133,1,3,4,72,51,94,2,0
"sphk2",1,0,31,0,73,0,0,44,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,19,0,28
"spi1a",80,0,41,23,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,144,0,0,1,0,1,4,0,1,0,0,0,0,2
"spi1b",33,35,79,2,1,0,13,2,0,2,1,1,91,0,11,0,117,4,223,1,6,188,57,4,2,2,96,2,16,319,1,0,1,0,0,34,0,7,14,1,150,7,62,27,0
"spi2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spice1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spidr",0,0,0,0,87,0,1,89,1,0,0,1,73,1,0,54,0,0,1,2,0,52,0,64,1,1,44,0,298,0,0,38,107,49,194,0,0,1,1,0,1,57,88,0,29
"spinb",0,0,14,0,336,11,2,0,3,0,0,2,0,4,6,129,23,1,44,3,0,16,134,27,2,0,5,0,0,24,53,2,45,0,125,0,0,0,1,0,5,10,31,21,43
"spink4",50,1,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spint1a",1,78,4,12,139,139,1,6,0,2,1,0,202,136,25,321,64,8,1,169,1,1,21,4,1,220,30,194,11,34,0,130,107,1,158,129,0,12,124,296,192,178,1,122,0
"spire1a",59,0,0,6,0,169,17,106,64,2,17,6,48,14,16,88,85,10,37,59,0,29,1,10,0,75,236,173,372,2,51,74,15,0,64,0,0,139,39,3,81,3,36,62,104
"spire1b",633,331,71,240,0,0,84,6,90,4,163,48,12,117,178,498,327,0,93,0,40,0,56,160,0,92,87,14,369,183,4,197,115,128,157,140,242,3,17,67,0,75,165,12,72
"spire2",1,0,0,0,0,0,0,0,1,295,0,0,0,0,0,0,0,0,0,9,0,0,0,56,117,0,0,0,0,1,0,62,0,0,0,1,0,0,0,0,0,17,0,0,0
"spns1",267,6,76,1,0,71,39,2,2,3,6,129,473,0,64,17,2,1,0,19,262,381,27,0,0,251,21,0,0,51,0,196,152,17,253,0,80,0,7,2,0,1,35,2,227
"spns2",12,7,0,89,0,0,0,0,0,0,0,99,0,0,0,28,0,0,0,0,0,0,0,14,20,80,0,0,0,0,28,0,44,0,129,0,0,48,2,0,0,44,0,0,0
"spns3",0,0,2,0,0,0,59,0,1,1,1,0,0,0,0,3,9,0,0,0,33,125,0,0,0,2,1,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"spo11",105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"spock1",104,44,405,1,55,1,118,40,2,211,155,57,217,115,222,89,221,2,67,516,37,3,42,91,149,195,198,242,54,149,69,165,155,192,154,148,63,300,121,411,398,144,103,356,77
"spock2",3,3,73,64,0,13,528,34,0,352,0,13,1,24,0,0,42,0,8,0,68,8,1,19,107,0,1,4,474,110,1,67,1,84,154,66,0,1,14,0,224,22,0,1,28
"spock3",1100,1183,1600,953,1779,1236,1387,1686,527,1626,741,496,2288,1249,841,2442,1363,701,1522,1386,1229,1041,899,1466,2061,1293,1551,2534,695,1012,1235,1168,716,1548,2487,2320,1023,1193,832,846,2138,1254,1450,476,1527
"spon1a",0,0,0,0,0,0,0,0,0,9,0,0,1,0,57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,103,0,27,0,0,2,0,0,0,0,0,0,0,0,0
"spon1b",127,4,161,172,1,269,96,206,14,22,242,6,45,87,98,164,50,28,2,89,3,180,3,147,4,164,73,25,33,6,7,19,44,1,5,36,1,157,29,86,69,4,116,5,25
"spon2a",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"spon2b",0,0,0,39,0,0,4,0,3,0,2,48,0,0,0,89,0,0,21,0,0,0,0,0,0,46,0,0,0,0,0,97,16,48,0,0,0,0,0,5,22,0,0,194,0
"spopla",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,59,26,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"spout1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,38,1,1,0,115,0,0,0,0,2,0,0,0,0,116,2,0,0
"spp1",0,0,189,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0
"sppl2",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61,0,0,0,1,0,0,121,0,0,2,0,1,0
"sppl3",707,3,29,53,100,2,161,291,11,195,82,116,43,105,3,2,227,8,290,7,158,257,149,168,34,178,350,255,173,41,2,283,0,143,1,121,22,173,30,1,386,42,415,159,123
"spra",0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spred1",0,0,144,0,0,0,4,1,0,1,154,1,91,0,1,0,0,1,0,0,0,0,104,73,0,0,1,1,122,0,0,1,34,0,10,0,22,0,124,0,22,0,12,0,0
"spred2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spred3",0,0,0,0,0,1,0,0,0,36,0,0,0,0,0,0,0,0,0,60,0,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
"spring1",1,0,132,0,0,0,3,0,0,0,0,0,1,0,0,1,3,26,0,10,0,0,10,0,0,0,2,0,3,0,0,126,0,0,0,0,0,0,1,0,18,1,0,0,0
"sprn",18,21,0,0,0,0,0,0,0,0,0,16,0,1,0,7,0,0,0,0,0,0,0,1,0,19,1,45,0,0,0,0,0,40,0,4,0,0,0,0,0,0,20,0,0
"sprn2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"spry1",0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,2,0,148,0,0,19,0,2,1,0,0,284,0,74,36,1,6,1,0,0,0,0,0,0,0,0,0
"spry2",252,0,9,1,0,8,107,6,213,0,21,0,17,43,1,3,76,0,12,1,1,3,32,122,1,22,1,0,0,0,0,0,0,1,0,52,1,1,0,31,0,0,0,1,0
"spry4",2,28,14,197,1,81,2,2,198,3,92,0,140,214,23,299,82,0,135,0,90,3,44,5,2,12,1,36,158,157,53,286,150,2,1,109,1,0,0,1,2,4,42,0,1
"spryd3",1,40,0,0,0,1,0,0,0,46,22,0,0,1,0,45,0,0,0,0,0,142,1,46,0,0,0,1,0,0,0,115,0,1,0,1,0,1,31,1,0,0,0,1,0
"spryd4",28,0,0,0,0,0,166,166,2,107,19,0,42,211,47,90,160,41,108,1,12,0,1,0,1,0,0,1,6,4,183,108,0,0,1,23,0,0,1,0,10,105,22,2,61
"spryd7b",103,57,333,132,1,61,20,389,33,164,184,55,287,208,63,143,2,1,1,326,420,67,366,272,159,596,34,11,20,103,348,366,144,187,294,177,2,230,377,8,300,138,64,274,93
"spsb1",99,56,1,4,184,29,181,373,1,7,1,60,2,23,51,198,9,1,1,8,4,0,1,2,1,0,47,3,5,1,2,49,123,0,0,0,1,0,189,74,66,2,1,4,2
"spsb3a",15,112,49,156,1,0,235,242,109,66,0,47,43,125,12,15,202,4,286,18,29,1,42,41,1,2,2,0,179,101,34,2,9,94,1,123,42,2,80,41,426,21,60,125,0
"sptan1",140,1,239,88,19,70,5,65,92,32,72,256,20,37,0,162,213,33,9,2,111,199,50,229,4,294,61,22,56,4,1,217,2,5,136,0,6,244,79,18,220,2,71,1,119
"sptb",0,0,1,1,2,2,20,3,5,1,0,1,1,37,0,3,0,1,118,7,0,1,2,1,0,2,1,1,125,1,1,3,1,0,1,211,1,5,212,32,0,1,155,4,0
"sptbn4a",403,249,39,241,106,228,82,2,45,416,3,108,1083,604,3,3,0,11,321,13,158,236,79,69,94,3,2,184,375,2,51,318,169,316,61,13,148,2,69,80,500,17,43,3,154
"sptlc1",276,127,243,115,7,37,299,10,317,710,375,161,224,264,224,411,305,77,116,62,118,263,292,4,154,291,148,319,309,25,116,185,265,163,8,230,159,36,434,81,700,1,116,700,17
"sptlc3",1,0,0,16,0,0,25,2,0,0,0,0,35,46,1,1,0,0,0,0,0,0,3,171,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
